Product Link,Product Name,Current Price,Actual Price,Discount,Model Number,Model Name,SIM Type,Touchscreen,OTG,Quick Charge,Display Size,Resolution,Resolution Type,GPU,Display Type,Display Colors,Operating System,Processor Brand,Processor Type,Processor Core,Primary Clock Speed,Secondary Clock Speed,Internal Storage,RAM,Total Memory,Expandable Storage,Supported Memory Card,Primary Camera A,Primary Camera,Secondary Camera A,Secondary Camera,Full HD Recording,Video Recording Resolution,Frame Rate,Network Type,Supported Networks,Internet Connectivity,GPRS,Micro USB Port,Micro USB Version,Bluetooth Version,Wi-Fi Version,NFC,Infrared,USB Connectivity,Audio Jack,GPS,Graphic PPI,Sensors,Software Upgrade,FM Radio,Battery Capacity,Battery Type,Dual Battery,Width,Height,Depth,Weight,Domestic Warranty,Ratings,Number of Ratings,Number of Reviews,Number of 5-Star Ratings,Number of 4-Star Ratings,Number of 3-Star Ratings,Number of 2-Star Ratings,Number of 1-Star Ratings,Camera Rating,Battery Rating,Display Rating,Design Rating
https://www.flipkart.com/samsung-galaxy-s23-fe-graphite-256-gb/p/itme751066521899?pid=MOBGVTA2GWPSR57X&lid=LSTMOBGVTA2GWPSR57XIIBGXC&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_951&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBGVTA2GWPSR57X.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,"SAMSUNG Galaxy S23 FE (Graphite, 256 GB)  (8 GB RAM)","₹32,999","₹84,999",61% off,SM-S711BZACINS,Galaxy S23 FE,Dual Sim,Yes,Yes,Yes,16.26 cm (6.4 inch),2340 x 1080 Pixels,Full HD+,AMD Voyager,Dynamic AMOLED 2X,16 Million,Android 13,Exynos,Samsung Exynos 2200,Octa Core,2.8 GHz,2.5 GHz,256 GB,8 GB,256 GB,16 GB,MicroSD,Yes,50MP + 12MP,Yes,10MP Front Camera,Yes,UHD 8K (7680 x 4320) (at 24 fps),30 fps,"2G, 3G, 4G, 5G","4G LTE, 5G, GSM, WCDMA","5G, 4G LTE, 3G, 2G",Yes,No,USB 3.2 Gen 1,v5.3,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz | 6 GHz), HE160, MIMO, 1024-QAM",Yes,No,Yes,USB Type-C,Yes,401 PPI,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, Virtual Proximity Sensing",4 OS Upgrade Expectation Count,No,4500 mAh,Lithium-ion,No,76.5 mm,158 mm,8.2 mm,209 g,1 Year,4.4,"66,878 Ratings &","4,119 Reviews","43,986","13,345","3,625","1,533","4,389",4.5,3.4,4.5,4.4
https://www.flipkart.com/samsung-galaxy-s23-5g-green-128-gb/p/itm7cdd081996dc8?pid=MOBGNPGYWGZAUZGK&lid=LSTMOBGNPGYWGZAUZGKLQSOT0&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_952&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBGNPGYWGZAUZGK.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,"SAMSUNG Galaxy S23 5G (Green, 128 GB)  (8 GB RAM)","₹39,999","₹89,999",55% off,SM-S911BZGBINS,Galaxy S23 5G,Dual Sim,Yes,Yes,Yes,15.49 cm (6.1 inch),2340 x 1080 Pixels,Full HD+,Qualcomm Adreno 740,Full HD+ Dynamic AMOLED 2X,16 Million,Android 13,Snapdragon,Qualcomm Snapdragon 8 Gen 2,Octa Core,3.36 GHz,3.36 GHz,128 GB,8 GB,128 GB,16 GB,MicroSD,Yes,50MP + 10MP + 12MP,Yes,12MP Front Camera,Yes,7680 x 4320 pixel,30 fps,"5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM",Yes,Yes,Yes,USB 3.2 Gen 1,v5.3,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz 6 GHz), HE160, MIMO, 1024-QAM",Yes,No,Yes,Type-C,Yes,425 PPI,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, Proximity Sensor",4 OS Upgrade Expectation Count,No,3900 mAh,Lithium-ion,No,70.9 mm,146.3 mm,7.6 mm,168 g,1 Year,4.6,"72,033 Ratings &","4,950 Reviews","54,260","11,828","2,111",916,"2,918",4.7,3.8,4.8,4.7
https://www.flipkart.com/snexian-bold-v1/p/itmca2667ad980e3?pid=MOBH2ZD6CYG5HBPJ&lid=LSTMOBH2ZD6CYG5HBPJMIK9AJ&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_953&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBH2ZD6CYG5HBPJ.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,Snexian Bold V1  (White+Gold),"₹2,298","₹2,999",23% off,Bold V1,Bold V1,Dual Sim,No,No,Yes,4.57 cm (1.8 inch),320x420$$pixel,Quarter QVGA,Qualcomm Adreno 740,Full HD+ Dynamic AMOLED 2X,16 Million,0,NA,Qualcomm Snapdragon 8 Gen 2,Octa Core,1.77 MHz,3.36 GHz,32 MB,32 MB,128 GB,16 GB,MicroSD,Yes,0.3MP Rear Camera,No,12MP Front Camera,Yes,7680 x 4320 pixel,30 fps,2G,GSM,Yes,Yes,Yes,USB 3.2 Gen 1,v5.3,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz 6 GHz), HE160, MIMO, 1024-QAM",Yes,No,Yes,3.5 mm,Yes,425 PPI,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, Proximity Sensor",4 OS Upgrade Expectation Count,Yes,1000 mAh,Li-Ion,No,70.9 mm,146.3 mm,7.6 mm,168 g,1 Year,4.2,183 Ratings &,4 Reviews,125,20,10,5,23,3.1,3.6,3.6,3.9
https://www.flipkart.com/vivo-v30e-silk-blue-256-gb/p/itm8c27f3c37faad?pid=MOBHY779F6AAUE4V&lid=LSTMOBHY779F6AAUE4VBOM4TR&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_954&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBHY779F6AAUE4V.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,"vivo V30e (Silk Blue, 256 GB)  (8 GB RAM)","₹27,999","₹34,999",20% off,V2339,V30e,Dual Sim,Yes,Yes,Yes,17.22 cm (6.78 inch),2400 x 1080 Pixels,Full HD+,Qualcomm Adreno 740,Full HD+ AMOLED,16 Million,Android 14,Snapdragon,6 Gen 1,Octa Core,2.2 GHz,3.36 GHz,256 GB,8 GB,128 GB,16 GB,MicroSD,Yes,50MP + 8MP,Yes,50MP Front Camera,Yes,"4K, 1080p, 720p",30 fps,"2G, 3G, 4G, 5G","4G LTE, 5G, GSM, WCDMA","5G, 4G, 3G, Wi-Fi",Yes,Yes,USB 2.0 (Type C),v5.1,"Supports 2.4 GHz, 5.0 GHz",No,No,Yes,3.5 mm,Yes,425 PPI,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-Compass, In-Display Fingerprint Sensor, Gyroscope",4 OS Upgrade Expectation Count,No,5500 mAh,Li-Ion,No,74.75 mm,164.36 mm,7.65 mm,179 g,1 Year,4.4,"5,523 Ratings &",387 Reviews,"3,657","1,171",296,122,277,4.3,4.4,4.5,4.4
https://www.flipkart.com/realme-12-5g-navigator-beige-128-gb/p/itmaf084e49c78e2?pid=MOBGYAFKS5P3GAHY&lid=LSTMOBGYAFKS5P3GAHYLSL84Z&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_955&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBGYAFKS5P3GAHY.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,"realme 12+ 5G (Navigator Beige, 128 GB)  (8 GB RAM)","₹20,999","₹23,999",12% off,RMX3867,12+ 5G,Dual Sim,Yes,Yes,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+,ARM Mali-G68 MC4,Full HD+ AMOLED,16.7 Million,Android 14,Mediatek,Dimensity 7050,Octa Core,2.6 GHz,2 GHz,128 GB,8 GB,128 GB,2 TB,MicroSD,Yes,50MP + 8MP + 2MP,Yes,16MP Front Camera,Yes,"Rear Camera: Primary Camera (720p (at 30 fps/at 60 fps), 1080p (at 30 fps/at 60 fps), 4K (at 30 fps)), Wide Camera (1080p (at 30 fps), 720p (at 30 fps), Slo-Mo Video: 720p (at 240 fps), 720p (At 960 fps), 1080p (at 120 fps), 1080p (at 480 fps))| Front Camera: 720p (at 30 fps), 1080p (at 30 fps)","960 fps, 480 fps, 240 fps, 120 fps, 60 fps, 30 fps","5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, EDGE, GPRS, Wi-Fi",Yes,Yes,USB 2.0 (Type C),v5.2,"IEEE 802.11 a/b/g/n/ac/ax (WiFi 4, WiFi 5, WiFi 6) (2.4 GHz | 5 GHz)",No,No,Yes,3.5mm,Yes,394 PPI,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor",4 OS Upgrade Expectation Count,No,5000 mAh,Li-Ion,No,75.45 mm,162.95 mm,7.87 mm,190 g,1 Year,4.3,"19,416 Ratings &","1,754 Reviews","11,797","4,784","1,286",445,"1,104",4.1,4.1,4.3,4.4
https://www.flipkart.com/realme-13-pro-5g-emerald-green-512-gb/p/itm1e3e0852d520a?pid=MOBH32GA7AFVEE93&lid=LSTMOBH32GA7AFVEE938WTKLP&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_956&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBH32GA7AFVEE93.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,"realme 13 Pro 5G (Emerald Green, 512 GB)  (12 GB RAM)","₹30,999","₹34,999",11% off,RMX3990,13 Pro 5G,Dual Sim,No,Yes,Yes,17.02 cm (6.7 inch),2412 x 1080 Pixels,Full HD+,Adreno GPU 7,Full HD+ OLED Curved Display,1.07 Billion,Android 14,Snapdragon,Snapdragon 7s Gen2,Octa Core,2.4 GHz,1.95 GHz,512 GB,12 GB,128 GB,2 TB,MicroSD,Yes,50MP + 8MP + 2MP,Yes,32MP Front Camera,Yes,"Rear Camera: 4K (at 30 fps), 1080P (at 60 fps/at 30 fps), 720P (at 60 fps/at 30 fps), Video Support: (EIS+OIS) - 4k (at 30 fps), 1080P (at 60 fps/at 30 fps), 720P (at 60 fps/at 30 fps), Video Zoom: 1080P (at 60 fps/at 30 fps), 720P (at 60 fps/at 30 fps), Slow Video: 720P (at 120 fps/at 240 fps), 1080P (at 120 fps), Movie/Timelapse/Dual View Video: 1080P (at 30 fps) | Front Camera: 1080P (at 30 fps), 720P (at 30 fps), 4K (at 30 fps), 1080P (at 30 fps), Front EIS: 1080P (at 30 fps), 720P (at 30 fps), 4K (at 30 fps), Supports Video Zoom","240 fps, 120 fps, 60 fps, 30 fps","5G, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, GPRS, EDGE, Wi-Fi",Yes,Yes,USB 2.0 (Type C),v5.2,"Wi-Fi 6 (802.11 ax), Wi-Fi 5 (802.11 ac), 802.11 a/b/g/n (WLAN 2.4 GHz|WLAN 5.1 GHz|WLAN 5.8 GHz), WLAN Display, WLAN, Wi-Fi 5 GHz (at 160 MHz), 2 x 2 MIMO, 2 x 2 Multi-User Multiple-Input Multiple-Output (MU-MIMO)",No,No,Yes,Type C,Yes,394 PPI,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor",4 OS Upgrade Expectation Count,No,5200 mAh,Lithium ion Polymer,No,73.91 mm,161.34 mm,8.23 mm,188 g,1 Year,4.3,620 Ratings &,47 Reviews,389,127,45,15,44,4.2,4.2,4.5,4.5
https://www.flipkart.com/infinix-note-40-pro-5g-racing-grey-256-gb/p/itmabf2f4763835d?pid=MOBH3JZHXJDV4DHZ&lid=LSTMOBH3JZHXJDV4DHZJQPUWY&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_957&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBH3JZHXJDV4DHZ.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,"Infinix Note 40 Pro+ 5G (Racing Grey, 256 GB)  (12 GB RAM)","₹21,999","₹32,999",33% off,X6851B,Note 40 Pro+ 5G,Dual Sim,Yes,Yes,Yes,17.22 cm (6.78 inch),2436 x 1080 Pixels,Full HD+,Adreno GPU 7,Full HD+ LTPS Curved AMOLED,1.07 Billion,Android 14,Mediatek,Mediatek Dimensity 7020,Octa Core,2.2 GHz,1.95 GHz,256 GB,12 GB,128 GB,2 TB,MicroSD,Yes,108MP (OIS) + 2MP + 2MP,Yes,32MP Front Camera,Yes,"Rear Camera: 2K (at 30 fps), 1080P (at 60 fps/at 30 fps), 720P (at 30 fps)","240 fps, 120 fps, 60 fps, 30 fps","5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM","5G, 4G, EDGE, GPRS, Wi-Fi",Yes,Yes,USB 2.0 (Type C),v5.3,802.11 (a/b/g/n/ac) (2.4 GHz|5 GHz),Yes,Yes,Yes,Type C,Yes,394 PPI,"G-Sensor, E-Compass, Gyroscope, Light Sensor, Proximity Sensor, Fingerprint, X-Axis Linear Motor, In-Display Fingerprint Sensor",4 OS Upgrade Expectation Count,No,4600 mAh,Lithium-ion Polymer,No,74.5 mm,164.28 mm,8.09 mm,197 g,1 Year,4.2,"3,813 Ratings &",320 Reviews,"2,409",663,251,126,364,4.0,3.9,4.4,4.4
https://www.flipkart.com/itel-ace2-power/p/itm55a949f090f7f?pid=MOBGNZ3CGSVHTRAB&lid=LSTMOBGNZ3CGSVHTRABLISIMA&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_958&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBGNZ3CGSVHTRAB.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,itel Ace2 Power  (Light Green),"₹1,181","₹1,399",15% off,Ace2P,Ace2 Power,Dual Sim,No,No,Yes,4.57 cm (1.8 inch),320 x 240$$pixels,Full HD+,Adreno GPU 7,Full HD+ LTPS Curved AMOLED,1.07 Billion,Android 14,Unisoc,Mediatek Dimensity 7020,Octa Core,1.4 MHz,1.95 GHz,32 MB,32 MB,128 GB,32 GB,Micro SD,Yes,108MP (OIS) + 2MP + 2MP,Yes,32MP Front Camera,Yes,"Rear Camera: 2K (at 30 fps), 1080P (at 60 fps/at 30 fps), 720P (at 30 fps)","240 fps, 120 fps, 60 fps, 30 fps",2G,GSM,"5G, 4G, EDGE, GPRS, Wi-Fi",Yes,Yes,USB 2.0 (Type C),v5.3,802.11 (a/b/g/n/ac) (2.4 GHz|5 GHz),Yes,Yes,Yes,3.5 mm,Yes,394 PPI,"G-Sensor, E-Compass, Gyroscope, Light Sensor, Proximity Sensor, Fingerprint, X-Axis Linear Motor, In-Display Fingerprint Sensor",4 OS Upgrade Expectation Count,Yes,2500 mAh,Lithium-ion Polymer,No,74.5 mm,164.28 mm,8.09 mm,197 g,1 Year,4.2,363 Ratings &,20 Reviews,211,82,31,15,24,3.2,4.3,3.9,4.0
https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-black-512-gb/p/itmfde5d3afe6bda?pid=MOBGX2F32TYCRKMF&lid=LSTMOBGX2F32TYCRKMFISVUMP&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_959&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBGX2F32TYCRKMF.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,"SAMSUNG Galaxy S24 Ultra 5G (Titanium Black, 512 GB)  (12 GB RAM)","₹1,31,999","₹1,44,999",8% off,SM-S928BZKQINS,Galaxy S24 Ultra 5G,Dual Sim,Yes,Yes,Yes,17.27 cm (6.8 inch),3120 x 1440 Pixels,Quad HD+,Adreno GPU 7,Dynamic AMOLED 2X,16 Million,Android 14,Snapdragon,Snapdragon 8 Gen 3,Octa Core,3.39 GHz,3.1 GHz,512 GB,12 GB,128 GB,32 GB,NA,Yes,200MP + 50MP + 12MP + 10MP,Yes,12MP Front Camera,Yes,"UHD 8K (7680 x 4320) (at 30 fps), FHD (at 240 fps), UHD (at 120 fps), UHD 8K (7680 x 4320) (at 60 fps)","240 fps, 120 fps, 60 fps, 30 fps","5G, 4G, 3G, 2G","5G, 4G LTE, UMTS, GSM","5G, 4G, 3G, 2G, WiFi, GPRS",Yes,Yes,USB 3.2 Gen 1,v5.3,"802.11 a/b/g/n/ac/ax/be, (2.4 GHz | 5 GHz | 6 GHz), EHT320, MIMO, 4096-QAM",Yes,No,Yes,USB Type-C,Yes,394 PPI,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, Proximity Sensor",7 OS Upgrade,No,5000 mAh,Lithium Ion,No,79 mm,162.3 mm,8.6 mm,232 g,1 Year,4.6,"2,580 Ratings &",281 Reviews,"2,051",298,56,40,135,4.6,4.5,4.7,4.6
https://www.flipkart.com/lava-blaze-x-5g-titanium-grey-128-gb/p/itm5a54b3269e014?pid=MOBH3YCRAWFY9ZTF&lid=LSTMOBH3YCRAWFY9ZTFQIDXDN&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_40_960&otracker=search&fm=organic&iid=4d5d97fd-8e6c-4d7c-a54f-0b533c502b74.MOBH3YCRAWFY9ZTF.SEARCH&ppt=pp&ppn=pp&ssid=pdmozwtawg0000001739462856923&qH=ae068f9324d0df60,"LAVA Blaze X 5G (?Titanium Grey, 128 GB)  (8 GB RAM)","₹16,999","₹18,999",10% off,Blaze X 5G,Blaze X 5G,Dual Sim,Yes,Yes,Yes,16.94 cm (6.67 inch),2400x1080$$pixels,Quad HD+,Adreno GPU 7,Dynamic AMOLED 2X,16 Million,Android Q Android 14,Mediatek,Snapdragon 8 Gen 3,Octa Core,2.4 GHz,3.1 GHz,128 GB,8 GB,128 GB,32 GB,NA,Yes,64MP Rear Camera,Yes,12MP Front Camera,Yes,"UHD 8K (7680 x 4320) (at 30 fps), FHD (at 240 fps), UHD (at 120 fps), UHD 8K (7680 x 4320) (at 60 fps)","240 fps, 120 fps, 60 fps, 30 fps",5G,5G,"5G, 4G, 3G, 2G, WiFi, GPRS",Yes,Yes,USB 3.2 Gen 1,v5.3,"802.11 a/b/g/n/ac/ax/be, (2.4 GHz | 5 GHz | 6 GHz), EHT320, MIMO, 4096-QAM",Yes,No,Yes,USB Type-C,Yes,394 PPI,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, Proximity Sensor",7 OS Upgrade,No,5000 mAh,Lithium Ion,No,79 mm,162.3 mm,8.6 mm,232 g,1 Year,3.6,34 Ratings &,4 Reviews,17,6,1,0,10,3.5,3.9,4.3,4.4
https://www.flipkart.com/redmi-note-13-pro-5g-fusion-black-256-gb/p/itm836bc016388eb?pid=MOBGWFHFJMCH3GZX&lid=LSTMOBGWFHFJMCH3GZXHEIGLP&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_41_961&otracker=search&fm=organic&iid=156821c4-4e8a-460f-a0c1-bd2c7866ccbc.MOBGWFHFJMCH3GZX.SEARCH&ppt=pp&ppn=pp&ssid=yqn97lqwy80000001739463194665&qH=ae068f9324d0df60,"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)  (8 GB RAM)","₹24,999","₹33,999",26% off,MZB0FOIIN,Note 13 Pro+ 5G,Dual Sim,Yes,Yes,Yes,16.94 cm (6.67 inch),2712 x 1220 Pixels,Quad HD+,ARM G610 MC4,120Hz Adaptive 1.5K Curved AMOLED,16 Million,Android 13,Mediatek,Dimensity 7200 Ultra 5G,Octa Core,2.8 GHz,2 GHz,256 GB,8 GB,128 GB,32 GB,NA,Yes,200MP (OIS) + 8MP + 2MP,Yes,16MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps), 4K (at 30 fps), 1080p (at 60 fps), 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 60 fps), 720p (at 30 fps)",120 Hz fps,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Yes,USB Type C,v5.3,"Wi-Fi 6, Supports 2.4 GHz and 5 GHz Dual Band",Yes,Yes,Yes,No,Yes,446 PPI,"Proximity Sensor, Ambient Light Sensor, Accelerometer, E-Compass, Gyroscope, In-Display Fingerprint Sensor",7 OS Upgrade,No,5000 mAh,Lithium-ion Polymer,No,74.2 mm,161.4 mm,8.9 mm,204.5 g,1 Year,4.3,"16,632 Ratings &","1,512 Reviews","10,428","3,359","1,072",516,"1,257",3.9,3.9,4.4,4.3
https://www.flipkart.com/oppo-a3-pro-5g-moonlight-purple-256-gb/p/itmc5f69a7aac2a1?pid=MOBHFHC5ZD4FCG9U&lid=LSTMOBHFHC5ZD4FCG9UKR3WKF&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_41_962&otracker=search&fm=organic&iid=156821c4-4e8a-460f-a0c1-bd2c7866ccbc.MOBHFHC5ZD4FCG9U.SEARCH&ppt=pp&ppn=pp&ssid=yqn97lqwy80000001739463194665&qH=ae068f9324d0df60,"OPPO A3 Pro 5G (Moonlight Purple, 256 GB)  (8 GB RAM)","₹19,999","₹22,999",13% off,CPH2665,A3 Pro 5G,Dual Sim,Yes,Yes,Yes,16.94 cm (6.67 inch),1604 x 720 Pixels,Quad HD+,ARM Mali-G57 MC2,LCD,16 Million,Android 14,Mediatek,Dimensity 6300 5G Mobile Platform,Octa Core,2.4 GHz,2 GHz,256 GB,8 GB,128 GB,1 TB,MicroSD,Yes,50MP + 2MP,Yes,8MP Front Camera,Yes,"Rear: 1080p (at 60fps/at 30fps), 720p (at 30 fps), Default: 1080p (at 30 fps), Video Zoom: 720p (at 30 fps)| Front: 1080p (at 30 fps), 720p (30 fps), Default: 720p (at 30 fps with Retouch Mode On)","30 fps, 60 fps","5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Yes,USB Type C,v5.3,"Wi-Fi 5 (802.11 ac), 802.11 a/b/g/n (2.4 GHz | 5 GHz)",Yes,Yes,Yes,No,Yes,264 PPI,"Geomagnetic Sensor, Proximity Sensor, Light Sensor, Acceleration Sensor, Gravity Sensor",7 OS Upgrade,No,5100 mAh,Lithium-ion Polymer,No,76.1 mm,165.8 mm,7.7 mm,186 g,1 Year,4.3,"1,687 Ratings &",73 Reviews,"1,065",335,126,44,117,3.8,4.2,4.1,4.2
https://www.flipkart.com/nokia-105-classic-charger/p/itm95c31b82413c0?pid=MOBGWZUWE4Y8CHRE&lid=LSTMOBGWZUWE4Y8CHREWYN527&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_41_963&otracker=search&fm=organic&iid=156821c4-4e8a-460f-a0c1-bd2c7866ccbc.MOBGWZUWE4Y8CHRE.SEARCH&ppt=pp&ppn=pp&ssid=yqn97lqwy80000001739463194665&qH=ae068f9324d0df60,Nokia 105 Classic with Charger  (Charcoal),"₹1,237","₹1,599",22% off,TA-1416,105 Classic with Charger,Dual Sim,No,No,No,4.5 cm (1.77 inch),128 x 160,Quad HD+,ARM Mali-G57 MC2,TFT,16 Million,Android 14,Unisoc,SC6531E,Octa Core,1.208 MHz,2 GHz,32 MB,32 MB,128 GB,1 TB,MicroSD,No,50MP + 2MP,No,0MP Front Camera,Yes,"Rear: 1080p (at 60fps/at 30fps), 720p (at 30 fps), Default: 1080p (at 30 fps), Video Zoom: 720p (at 30 fps)| Front: 1080p (at 30 fps), 720p (30 fps), Default: 720p (at 30 fps with Retouch Mode On)",NA fps,2G,GSM,2G,Yes,Yes,v1.1,v5.3,NA,Yes,No,No,3.5mm,No,264 PPI,"Geomagnetic Sensor, Proximity Sensor, Light Sensor, Acceleration Sensor, Gravity Sensor",7 OS Upgrade,Yes,800 mAh,Lithium Ion,No,76.1 mm,165.8 mm,7.7 mm,73 g,0 Months,3.9,"3,414 Ratings &",168 Reviews,"1,828",642,277,168,499,2.8,3.5,3.5,3.7
https://www.flipkart.com/vivo-y35-dawn-gold-128-gb/p/itm5bbe7b46a948e?pid=MOBGHY842H4EZHZJ&q=Mobiles&store=tyy%2F4io&srno=s_41_964&otracker=search&fm=organic&iid=156821c4-4e8a-460f-a0c1-bd2c7866ccbc.MOBGHY842H4EZHZJ.SEARCH&ppt=pp&ppn=pp&ssid=yqn97lqwy80000001739463194665&qH=ae068f9324d0df60,"vivo Y35 (Dawn Gold, 128 GB)  (8 GB RAM)","₹13,990","₹22,999",39% off,V2205,Y35,Dual Sim,Yes,Yes,Yes,16.71 cm (6.58 inch),2408x1080$$Pixels,Full HD+,ARM Mali-G57 MC2,Full HD+ LCD Display,16 Million,Android 12,Snapdragon,Qualcomm Snapdragon 680,Octa Core,2.4 GHz,2 GHz,128 GB,8 GB,128 GB,1 TB,MicroSD,Yes,50MP + 2MP + 2MP,Yes,16MP Front Camera,Yes,"Rear: 1080p (at 60fps/at 30fps), 720p (at 30 fps), Default: 1080p (at 30 fps), Video Zoom: 720p (at 30 fps)| Front: 1080p (at 30 fps), 720p (30 fps), Default: 720p (at 30 fps with Retouch Mode On)",NA fps,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi",Yes,Yes,v1.1,v5.0,"Supports 2.4 GHz, 5 GHz",No,Yes,Yes,3.5mm,Yes,264 PPI,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-Compass, Fingerprint Sensor, Gyroscope (Physical Gyroscope)",7 OS Upgrade,Yes,5000 mAh,NA,No,76.1 mm,164.3 mm,8.28 mm,188 g,1 Year,4.4,"4,524 Ratings &",281 Reviews,"3,030",798,297,140,259,4.1,4.3,4.2,4.2
